"Object","Chain Id","Account Address","Address","Name","Symbol","Decimals","Icon Url","Raw Balance","Balance","Currency","Price","Market Value"
"token","56","0x6ac62637c47b366997eb18b6c0efa62c4c005e9f","0x55d398326f99059ff775485246999027b3197955","Tether USD","USDT","18","https://tokens.1inch.io/0xdac17f958d2ee523a2206206994597c13d831ec7.png","","387.83279559","usd","0.999433","362.2719217953888"
